publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
araew2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:dTyEYWd-f8wC,IEEE,,,KOUDIL  Mouloud,27,Arabic text categorization using SVM active learning technique: An overview,Mohamed Goudjil and Mouloud Koudil and Nacereddine Hammami and Mouldi Bedda and Meshrif Alruily,,,,2013,,1-2,
mutns2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:1qzjygNMrQYC,Scientific Research Publishing,,,KOUDIL  Mouloud,27,Multi-agent architecture for the design of WSN applications,Abdelhakim Hamzi and Mouloud Koudil and Jean-Paul Jamont and Michel Occello,,Wireless Sensor Network,,2013,5,14-25,journal
usses2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:ye4kPcJQO24C,IEEE,,,KOUDIL  Mouloud,27,Using active learning in text classification of quranic sciences,Mohamed Goudjil and Mouldi Bedda and Mouloud Koudil and Noureddine Ghoggali,,,2013 Taibah University International Conference on Advances in Information Technology for the Holy Quran and Its Sciences,2013,,209-213,conference
arvns2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:HE397vMXCloC,,Proceedings of the 2014 International Workshop on Web Intelligence and Smart Sensing,ACM,KOUDIL  Mouloud,27,A recursive approach to enable the collective level interaction of the web of things applications,Afra Khenifar and Jean-Paul Jamont and Michel Occello and Choukri-Bey Ben-Yelles and Mouloud Koudil,https://doi.org/10.1145/2637064.2637098,,"Proceedings of the 2014 International Workshop on Web Intelligence and Smart Sensing, IWWISS '14, Saint Etienne, France, September 1-2, 2014",2014,,1-2,conference
adoks2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:5ugPr518TE4C,Academic Press,,,KOUDIL  Mouloud,27,Adaptive failure detection in low power lossy wireless sensor networks,Fatima Zohra Benhamida and Yacine Challal and Mouloud Koudil,https://doi.org/10.1016/j.jnca.2014.07.028,Journal of network and computer applications,,2014,45,168-180,journal
exmes2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:eq2jaN3J8jMC,IEEE,,IEEE,KOUDIL  Mouloud,27,Extraction method of Region of Interest from hand palm: Application with contactless and touchable devices,Artabaz Saliha and Benatchba Karima and Koudil Mouloud and Dellys Hachemi Nabil and Bouridane Ahmed,https://doi.org/10.1109/ISIAS.2014.7064624,,2014 10th International Conference on Information Assurance and Security,2014,,77-82,conference
abnon2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:JQOojiI6XY0C,IEEE,,IEEE,KOUDIL  Mouloud,27,A bi-objective heuristic for heterogeneous MPSoC design space exploration,Braham Lotfi Mediouni and Smail Niar and Rachid Benmansour and Karima Benatchba and Mouloud Koudil,https://doi.org/10.1109/IDT.2015.7396742,,2015 10th International Design & Test Symposium (IDT),2015,,90-95,conference
acres2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:ZuybSZzF8UAC,Springer International Publishing,,Springer,KOUDIL  Mouloud,27,A critical comparison of fingerprint fuzzy vault techniques,Hachemi Nabil Dellys and Noussaiba Benadjimi and Meriem Romaissa Boubakeur and Layth Sliman and Karima Benatchba and Saliha Artabaz and Mouloud Koudil,https://doi.org/10.1007/978-3-319-25939-0_16,,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings 4",2015,,178-188,conference
adiks2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:hkOj_22Ku90C,IEEE,,IEEE,KOUDIL  Mouloud,27,Adaptive data-communication trust mechanism for clustered wireless sensor networks,Said Talbi and Mouloud Koudil and Abdelmadjid Bouabdallah and Karima Benatchba,https://doi.org/10.1109/GLOCOM.2014.7416963,,2015 IEEE Global Communications Conference (GLOBECOM),2015,,1-6,conference
apees2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:0KyAp5RtaNEC,,,,KOUDIL  Mouloud,27,Approche Bi-objectif pour l'Exploration de l'Espace de Conception dans les MPSoC Hétérogènes,Braham Lotfi Mediouni and Smail Niar and Rachid Benmansour and Karima Benatchba and Mouloud Koudil,,,"Conférence d'informatique en Parallélisme, Architecture et Système",2015,,,conference
bioks2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:LjlpjdlvIbIC,,Proceedings of the 2015 Workshop on IoT challenges in Mobile and Industrial Systems,ACM,KOUDIL  Mouloud,27,Bird flocking congestion control for CoAP/RPL/6LoWPAN networks,Hamed Hellaoui and Mouloud Koudil,https://doi.org/10.1145/2753476.2753480,,"Proceedings of the 2015 Workshop on IoT challenges in Mobile and Industrial Systems, IoT-Sys@MobiSys 2015, Florence, Italy, May 18, 2015",2015,,25-30,conference
pases2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:5awf1xo2G04C,,,,KOUDIL  Mouloud,27,Palmprint recognition system: Case Study with different databases.,Artabaz Saliha and Dellys Hachemi Nabil and Benatchba Karima and Koudil Mouloud and Bouridane Ahmed,,Journal of Information Assurance & Security,,2015,10,,journal
scyem2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:1yQoGdGgb4wC,Springer International Publishing,,Springer,KOUDIL  Mouloud,27,Score level fusion scheme in hybrid multibiometric system,Saliha Artabaz and Layth Sliman and Karima Benatchba and Hachemi Nabil Dellys and Mouloud Koudil,https://doi.org/10.1007/978-3-319-25939-0_15,,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings 4",2015,,166-177,conference
teiet2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:UHK10RUVsp4C,Maxwell Science Publishing,,,KOUDIL  Mouloud,27,Text Categorization using reduced training set,Mohamed Goudjil and Mouloud Koudil and Mouldi Bedda and Noureddine Ghoggali,,"Research Journal of Applied Sciences, Engineering and Technology",,2015,10,1363-1369,journal
veses2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:VL0QpB8kHFEC,,,,KOUDIL  Mouloud,27,Vers une coopération des collectifs de systèmes multi-agents hétérogènes,A Khenifar Bessadi and Jean-Paul Jamont and Michel Occello and Mouloud Koudil,,Treizièmes rencontres des jeunes chercheurs en Intelligence Artificielle,,2015,,,journal
absms2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:evX43VCCuoAC,IEEE,,IEEE,KOUDIL  Mouloud,27,About cooperation of multiagent collective products: An approach in the context of cyber-physical systems,Afra Khenifar-Bessadi and Jean-Paul Jamont and Michel Occello and Choukri-Bey Ben-Yelles and Mouloud Koudil,https://doi.org/10.1109/RIVF.2016.7800263,,"2016 IEEE RIVF International Conference on Computing & Communication Technologies, Research, Innovation, and Vision for the Future (RIVF)",2016,,19-24,conference
delnt2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:35r97b3x0nAC,Cépaduès Éditions 2016,,,KOUDIL  Mouloud,27,De la coopération des productions collectives dans un contexte multi-agent,Mouloud Koudil Afra Khenifar-Bessadi and Jean-Paul Jamont and Michel Occello and Choukri Ben-Yelles,,,JFSMA 2016,2016,,43-52,conference
hegip2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:tzM49s52ZIMC,IEEE,,IEEE Computer Society,KOUDIL  Mouloud,27,Heuristic based routing algorithm for network on chip,Asma Benmessaoud Gabis and Marc Sevaux and Pierre Bomel and Mouloud Koudil and Karima Benatchba,https://doi.org/10.1109/MCSoC.2016.43,,2016 IEEE 10th international symposium on embedded multicore/many-core systems-on-chip (MCSoC),2016,,39-45,conference
nocon2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:W5xh706n7nkC,North-Holland,,,KOUDIL  Mouloud,27,NoC routing protocols-objective-based classification,Asma Benmessaoud Gabis and Mouloud Koudil,,,,2016,66,14-32,
tatot2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:2KloaMYe4IUC,IEEE,,IEEE Computer Society,KOUDIL  Mouloud,27,Tas-iot: trust-based adaptive security in the iot,Hamed Hellaoui and Abdelmadjid Bouabdallah and Mouloud Koudil,https://doi.org/10.1109/LCN.2016.101,,2016 IEEE 41st conference on local computer networks (LCN),2016,,599-602,conference
adcks2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:uJ-U7cs_P_0C,Springer,,,KOUDIL  Mouloud,27,Adaptive and dual data-communication trust scheme for clustered wireless sensor networks,Said Talbi and Mouloud Koudil and Abdelmadjid Bouabdallah and Karima Benatchba,https://doi.org/10.1007/s11235-016-0254-3,Telecommunication Systems,,2017,65,1-15,journal
chblt2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:-_dYPAW6P2MC,Springer International Publishing,,,KOUDIL  Mouloud,27,Chaff-Points Generation Using Knapsack Problem Resolution in Fingerprint Fuzzy Vault,Hachemi Nabil Dellys and Layth Sliman and Saliha Artabaz and Karima Benatchba and Mouloud Koudil,,,Proceedings of the 16th International Conference on Hybrid Intelligent Systems (HIS 2016),2017,,507-516,conference
deoes2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:j8SEvjWlNXcC,Lavoisier,,,KOUDIL  Mouloud,27,De la coopération de collectifs multi-agents. Un modèle d'utilisation de productions collectives,Mouloud KOUDIL Afra KHENIFAR-BESSADI and Jean-Paul JAMONT and Michel OCCELLO and Choukri-Bey BEN-YELLES,https://doi.org/10.3166/ria.31.97-132,Revue d'Intelligence Artificielle,,2017,31,97-132,journal
enrey2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:XD-gHx7UXLsC,Elsevier,,,KOUDIL  Mouloud,27,Energy-efficient mechanisms in security of the internet of things: A survey,Hamed Hellaoui and Mouloud Koudil and Abdelmadjid Bouabdallah,https://doi.org/10.1016/j.comnet.2017.08.006,Comput. Networks,,2017,127,173-189,journal
muaon2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:fEOibwPWpKIC,Springer International Publishing,,,KOUDIL  Mouloud,27,Multibiometrics enhancement using quality measurement in score level fusion,Saliha Artabaz and Layth Sliman and Hachemi Nabil Dellys and Karima Benatchba and Mouloud Koudil,,,"Intelligent Systems Design and Applications: 16th International Conference on Intelligent Systems Design and Applications (ISDA 2016) held in Porto, Portugal, December 16-18, 2016",2017,,260-267,conference
onton2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:yB1At4FlUx8C,IEEE,,,KOUDIL  Mouloud,27,"On improving video streaming efficiency, fairness, stability, and convergence time through client-server cooperation",Oussama El Marai and Tarik Taleb and Mohamed Menacer and Mouloud Koudil,,IEEE Transactions on Broadcasting,,2017,64,11-25,journal
ammms2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:t7zJ5fGR-2UC,,,,KOUDIL  Mouloud,27,A multi cooperative based approach to manage communication in wireless instrumentation systems,Mouloud HAMANI and Nacer and JAMONT and Jean Paul and OCCELLO and Michel and BEN-YELLES and Choukri Bey and LAGREZE and André and KOUDIL,,IEEE Systems Journal,,2018,12,2174-2185,journal
anson2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:tKAzc9rXhukC,"Institute of Automation, Chinese Academy of Sciences",,,KOUDIL  Mouloud,27,A novel active learning method using SVM for text classification,Mohamed Goudjil and Mouloud Koudil and Mouldi Bedda and Noureddine Ghoggali,https://doi.org/10.1007/s11633-015-0912-z,International Journal of Automation and Computing,,2018,15,290-298,journal
coang2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:ipzZ9siozwsC,IEEE,,IEEE,KOUDIL  Mouloud,27,Context aware MWSN optimal redeployment strategies for air pollution timely monitoring,Amjed Belkhiri and Walid Bechkit and Hervé Rivano and Mouloud Koudil,https://doi.org/10.1109/ICC.2018.8422395,,2018 IEEE International Conference on Communications (ICC),2018,,1-7,conference
ftety2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:epqYDVWIO7EC,IEEE,,IEEE,KOUDIL  Mouloud,27,FTNoCSim: A new Simulation platform for Evaluating Network-on-Chip Reliability,Nassima Kadri and Ala Eddine Yahiaoui and Mohamed Mehdi Kandi and Mouloud Koudil,https://doi.org/10.1109/ICECS.2018.8617997,,"2018 25th IEEE International Conference on Electronics, Circuits and Systems (ICECS)",2018,,421-424,conference
asmip2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:EkHepimYqZsC,North-Holland,,,KOUDIL  Mouloud,27,A survey on fault-tolerant application mapping techniques for network-on-chip,Nassima Kadri and Mouloud Koudil,https://doi.org/10.1016/j.sysarc.2018.10.001,J. Syst. Archit,,2019,92,39-52,journal
manon2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:BUYA1_V_uYcC,IEEE,,IEEE,KOUDIL  Mouloud,27,Matching similarity scores for a minutiae-based palmprint recognition,Touka Faisal and Karima Benatchba and Mouloud Koudil,https://doi.org/10.1109/IECON.2019.8927035,,IECON 2019-45th Annual Conference of the IEEE Industrial Electronics Society,2019,1,132-137,conference
ensch2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:p__nRnzSRKYC,IEEE,,,KOUDIL  Mouloud,27,Energy efficiency in security of 5G-based IoT: An end-to-end adaptive approach,Hamed Hellaoui and Mouloud Koudil and Abdelmadjid Bouabdallah,https://doi.org/10.1109/JIOT.2020.2974618,IEEE Internet of Things Journal,,2020,7,6589-6602,journal
opiis2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:TIZ-Mc8IlK0C,,,,KOUDIL  Mouloud,27,Optimized multi-biometric enhancement analysis,Saliha Artabaz and Layth Sliman and Karima Benatchba and Mouloud Koudil,https://doi.org/10.1049/bme2.12026,IET Biometrics,,2021,10,326-341,journal
amies2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:tuHXwOkdijsC,Frontiers Media SA,,,KOUDIL  Mouloud,27,A Meta-Agent Based Approach to Exploit the Collective Product of Mobile Cyber-Physical Collectives,Afra Khenifar and Jean-Paul Jamont and Michel Occello and Choukri-Bey Ben-Yelles and Mouloud Koudil,https://doi.org/10.3389/frobt.2022.904819,Frontiers in Robotics and AI,,2022,9,904819,journal
flrga2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:kz9GbA2Ns4gC,,,,KOUDIL  Mouloud,27,Flexible and Parallel Architectures for Optimal Ate pairing on FPGA,Oussama Azzouzi and Mohamed Anane and Mouloud Koudil and Mohamed Issad,,,,2022,,,
mulnt2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:kuK5TVdYjLIC,Academic Press,,,KOUDIL  Mouloud,27,Multi-objective biogeography-based optimization and reinforcement learning hybridization for network-on chip reliability improvement,Nassima Kadri and Mouloud Koudil,https://doi.org/10.1016/j.jpdc.2021.11.005,Journal of Parallel and Distributed Computing,,2022,161,20-36,journal
prech2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:b1wdh0AR-JQC,MDPI,,,KOUDIL  Mouloud,27,Product quality assessment in the internet of things: a consumer-oriented approach,Mohammed Sharief Abdelrahman Naem and Mouloud Koudil and Zineeddine Ouldimam,https://doi.org/10.3390/s22062215,Sensors,,2022,22,2215,journal
renps2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:MLfJN-KU85MC,Springer US,,,KOUDIL  Mouloud,27,Reliability-aware intelligent mapping based on reinforcement learning for networks-on-chips,Nassima Kadri and Azzeddine Chenine and Zakaria Laib and Mouloud Koudil,https://doi.org/10.1007/s11227-022-04590-5,The Journal of Supercomputing,,2022,78,18153-18188,journal
amoks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:-FonjvnnhkoC,IEEE,,,KOUDIL  Mouloud,27,Amanos: An intent-driven management and orchestration system for next-generation cloud-native networks,Akram Boutouchent and Abdellah N Meridja and Youcef Kardjadja and Adyson M Maia and Yacine Ghamri-Doudane and Mouloud Koudil and Roch H Glitho and Halima Elbiaze,,IEEE Communications Magazine,,2023,62,42-49,journal
enins2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:oNZyr7d5Mn4C,,,,KOUDIL  Mouloud,27,Energy Efficient Any-Time I/O Adaptive K-means,Hafsa Kara Achira and Camélia Slimani and Mouloud Koudil and Jalil Boukhobza,,,Per3S-Performance and Scalability of Storage Systems,2023,,,conference
pinge2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:WZBGuue-350C,,,,KOUDIL  Mouloud,27,PIGMMES: Partial Incremental Gaussian Mixture Model with Efficient Storage,Meriem Bouzouad and Yasmine Benhamadi and Camélia Slimani and Mouloud Koudil and Jalil Boukhobza,,,Per3S-Performance and Scalability of Storage Systems,2023,,,conference
